ltla	residual
E06000004	-25.775680795195548
E06000006	-2.8820205985858074
E06000007	-3.6146373423338556
E06000008	-8.61990235492393
E06000009	-9.249915996243377
E06000010	13.9519076942886
E06000011	-3.042063010671349
E06000012	3.302453322784004
E06000013	-8.002236729555747
E06000014	-1.3849854597447848
E06000015	-2.6028220810842164
E06000016	0.6406305550233071
E06000018	-2.2828596657712765
E06000019	-0.4073472991534537
E06000020	4.61817100503894
E06000021	7.07906231092297
E06000022	-2.7958139104810815
E06000023	-2.7647819719186018
E06000024	0.5943825548297923
E06000025	1.4520596286197218
E06000026	24.457547271832933
E06000027	5.612440089274754
E06000030	0.9614801002890463
E06000031	23.169290951101377
E06000032	7.620489838532327
E06000033	3.2785063604421936
E06000034	1.6383412873917411
E06000035	5.980529267483201
E06000036	-1.9431116860491677
E06000037	-3.800562876751602
E06000038	0.392787364684386
E06000039	-1.338958592287014
E06000040	-2.899168767094629
E06000041	0.644818277439068
E06000042	20.464840430878724
E06000043	9.010104008857175
E06000044	5.885734092787972
E06000045	5.379654883935494
E06000046	-4.84583379727856
E06000047	-4.186565277944361
E06000049	-3.520376343380054
E06000050	-4.737880403916527
E06000051	-0.4572520996917788
E06000052	25.16362476108824
E06000054	13.634451694049844
E06000055	5.295260207738297
E06000056	8.462241878773655
E06000057	-9.318118479693524
E06000058	-1.7328510903759273
E06000059	-3.763089285331331
E06000060	21.170499337134302
E07000010	4.585194841393563
E07000011	2.4683546324355703
E07000012	15.117428162496765
E07000026	-8.978889964098004
E07000027	-3.8220647877840808
E07000028	-3.1328921481176053
E07000032	-2.924403812065247
E07000034	-4.191554034451162
E07000036	-2.6238029662407385
E07000038	-6.35846546523576
E07000039	-2.3029581725851855
E07000045	5.5177054120981595
E07000061	2.4471382545466067
E07000063	7.094005787925288
E07000064	1.1526087247348666
E07000065	0.6883322497526194
E07000066	1.4385162986674604
E07000067	-4.7572425437893955
E07000069	0.3310361729275453
E07000070	1.648614404673534
E07000071	0.8421608787938908
E07000072	-8.03757435333785
E07000073	-4.249919498677237
E07000074	-0.35194519546080283
E07000075	-4.535055725325206
E07000076	1.5088547655990148
E07000077	-1.3799343177130439
E07000078	2.388906539944742
E07000079	0.7807879626467598
E07000081	-7.260308420304042
E07000084	0.18960367400795164
E07000085	-0.5430569341299396
E07000088	-1.7395258459334109
E07000090	-4.745833488058414
E07000091	-6.266892335577094
E07000092	-2.6151980274341344
E07000093	-2.069454627303152
E07000094	-0.9190637993924398
E07000095	-5.9958563829646145
E07000096	0.5495449074601169
E07000098	-5.2468588823248705
E07000099	0.8128330253541858
E07000102	5.590962866242547
E07000103	-0.009871858383295518
E07000105	-3.2739115457777217
E07000106	2.51074916264578
E07000107	-2.5923229418411218
E07000108	3.296264095518346
E07000109	-3.059372596863831
E07000110	1.594274721104842
