ltla	residual
E06000001	0.04838018802258068
E06000006	0.45973267728459655
E06000007	-1.2749847949323132
E06000010	-0.4874647526439647
E06000011	-0.7969156500199338
E06000012	-0.29144009862447584
E06000014	-0.9517558115151018
E06000016	-1.8034185277171662
E06000018	-1.7603779411832785
E06000019	-0.24775291653429676
E06000020	-0.3775268795480128
E06000022	0.2360047626513998
E06000023	-2.6864128168469406
E06000025	-0.2850908672778023
E06000026	-1.9402368354725597
E06000027	3.4931467825210833
E06000030	-0.8770290270459938
E06000031	-0.560810749522585
E06000032	-0.16610472403124454
E06000033	-0.5284696668953517
E06000034	0.9301017131367004
E06000035	-1.2138493303474949
E06000036	-0.8485588678943371
E06000037	0.29030458445728813
E06000038	-1.0657399644697456
E06000039	-0.5017250502216779
E06000041	0.7699032637844518
E06000042	-0.8457519713469241
E06000043	1.5445310738926552
E06000044	-0.9884007938378271
E06000045	-1.313701693564163
E06000046	-0.09799786861355164
E06000047	-1.1025276620294582
E06000049	-2.345934467179689
E06000050	-1.5603253030407496
E06000051	2.161726904888614
E06000052	-1.1899193390540983
E06000054	-0.10102382554258238
E06000055	0.08306310505482617
E06000056	-0.9346447615136038
E06000057	-0.6850628349704428
E06000058	-1.8556392886171231
E06000059	3.8364324483394956
E06000060	-0.9036279360164734
E07000008	-0.6541645652874039
E07000010	0.9731477123911643
E07000011	0.22126319256910743
E07000012	0.3478363805158645
E07000026	-0.07550719296705444
E07000029	0.9774453421774096
E07000031	-0.1593420586256435
E07000032	0.583457042533498
E07000033	-0.08074820413055561
E07000038	-0.21010762720499654
E07000040	-0.3717609958298612
E07000041	-0.6166675905880664
E07000042	0.011731983145662206
E07000044	0.5423820652857343
E07000045	0.33034067224668107
E07000046	-0.10831029152144239
E07000047	-0.09547224708408958
E07000061	-0.32709254692680145
E07000063	0.6005639911353329
E07000065	0.3378616036311396
E07000066	-1.7180318893944033
E07000068	-0.7438251846302298
E07000069	-0.5087201894738878
E07000070	1.37532341918756
E07000071	2.6541180374774505
E07000072	-0.32114203662867213
E07000073	2.3730355704753388
E07000074	2.7182757962718145
E07000075	-0.6513608258334895
E07000076	-0.5214903571890209
E07000078	-0.36261633272874116
E07000080	0.05608991960702747
E07000081	-0.2630943553705368
E07000084	-0.9994541930354338
E07000085	-0.33912757148549955
E07000086	-0.657118250428892
E07000088	0.7109053002880593
E07000089	-0.5096325895629042
E07000090	-0.33355746688201326
E07000091	0.37372284188761573
E07000093	1.4054865201305153
E07000094	1.2688302736368358
E07000095	0.16418453681909873
E07000096	0.7545682135773597
E07000098	3.1844615494704818
E07000099	-0.8548036547505556
E07000103	-0.6569585400470932
E07000106	-0.7536208566416563
E07000107	-0.1369343809728485
E07000108	0.6578705045128727
E07000109	0.33215616560253736
E07000110	-1.0326212047265866
E07000111	-0.8800296982059709
E07000113	0.4462399256834815
E07000115	1.201118258804402
E07000116	3.391872710916964
E07000118	0.4775272039538716
E07000119	-0.11323915968906012
E07000129	-0.40696099232279925
E07000130	-1.0672768023850945
E07000132	0.6423841102682863
E07000133	0.0047536211682499
E07000134	-0.2852917519066387
E07000136	0.09826519898634348
E07000137	-0.08193789466888263
E07000140	0.03193548779088473
E07000141	0.5463802713859831
E07000144	0.6060412938312676
E07000146	-0.16343111524268794
E07000147	0.005681783161855913
E07000148	-0.6412493580926371
E07000149	-0.4838317039807941
E07000152	-0.17602361044329362
E07000153	-0.1647076038983058
E07000154	0.17707275535088585
E07000155	0.6097668641683356
E07000164	-0.0292083210784968
E07000165	-0.4412038959745046
E07000169	-0.1802591087436966
E07000170	-0.4243851285307608
E07000172	-0.5699759199943241
E07000173	-0.7915801471513025
E07000174	-0.38424763506052173
E07000177	0.20716288934384786
E07000179	2.188723859397296
E07000181	0.6474426051709413
E07000187	-0.2602212492371031
E07000188	0.8800271867183702
E07000189	0.6895434498450325
E07000192	-0.247097070897197
E07000195	-0.3859989229818721
E07000196	-0.23980440839944772
E07000197	-0.4424561359324526
E07000198	-0.07234487851514754
E07000200	-0.20022052624114317
E07000207	1.649633003113058
E07000208	0.3620113980208586
E07000209	0.914546141710999
E07000211	0.5500421273373122
E07000212	1.5219511378260675
E07000213	0.22706149815438803
E07000214	0.529479312586025
E07000216	0.37073075201342165
E07000217	0.3405946446474494
E07000218	0.9553645089352939
E07000219	-0.3126746296415691
E07000220	-0.38570543430730175
E07000221	-0.39381708464642484
E07000224	-0.35564836821794765
E07000225	-0.2545087309307166
E07000226	-0.7464963744118706
E07000227	-0.668198867265388
E07000228	-0.0774317685032444
E07000229	-0.37100646754138233
E07000235	0.047952850498208716
E07000237	-0.16784683182142057
E07000238	-0.15846292923290028
E07000239	-0.05946525119264856
E07000240	-0.4520927932537191
E07000241	1.0699347054067703
E07000242	0.5645545673112844
E07000243	-0.48193858352332486
E07000244	-0.8506562585300742
E07000245	1.6571696067167851
E07000246	-0.207448444406382
E08000003	0.23274150524036052
E08000004	-1.3366374611942722
E08000005	-0.20115770062322946
E08000007	-2.482220348316445
E08000008	-1.636054022038806
E08000009	-2.0944315303632752
E08000011	-0.6573643862081826
E08000012	-2.9603725121875417
E08000014	-1.367954415234125
E08000018	-1.0727688500512889
E08000019	-2.988849592795182
E08000021	-0.9062162156364583
E08000022	-0.4684787182849195
E08000024	-0.3996777800629816
E08000025	-3.2919824497593835
E08000026	1.1976665481545088
E08000027	-0.3066232220179561
E08000028	-1.2083587163384744
E08000029	-1.020649418842372
E08000030	-1.004196950716731
E08000032	-1.3080275919882327
E08000034	-1.4009394463138243
E08000035	-2.3705087033443792
E08000037	-0.3070968747615386
E09000002	-1.4814504209470054
E09000003	0.07930064522166536
E09000004	-1.3157404650418072
E09000005	6.5981471602066275
E09000006	-2.391810256096999
E09000007	1.8490433543116023
E09000008	4.826091253586492
E09000009	0.4206979053720472
E09000010	-0.6939634096805629
E09000011	-0.13523352224815532
E09000012	-2.0254992261886677
E09000013	0.19431577507457076
E09000014	-0.027138094239532506
E09000015	2.8808684258416677
E09000017	-0.48234973363013633
E09000018	1.5247397816686106
E09000019	1.0598013011751073
E09000020	4.4714189496075125
E09000021	0.13461083306085975
E09000022	2.9611077471039637
E09000023	-4.166512996864279
E09000024	0.1515392210542319
E09000025	6.87665182045668
E09000026	-0.3117054984371439
E09000027	4.802189980807881
E09000028	4.090827501448096
E09000029	0.45366624070735373
E09000030	-1.8644411252698267
E09000031	0.2897612604314066
E09000032	-0.46065480278034165
