ltla	eigenCentral
E06000019	1.5673509562382716e-06
E08000003	0.003983503680129007
E08000007	0.001492960177670824
E09000022	0.17000459033516716
E09000017	0.05504443985874669
E09000006	0.06719010825478981
E09000002	0.035051718988327034
E09000012	0.2459574999440891
E09000018	0.04484676078991451
E09000014	0.1766658396155566
E07000178	0.0025657353491835722
E09000028	0.3975737957284172
E09000009	0.107235951067377
E09000023	0.13282320333890255
E09000003	0.1330384328986239
E07000241	0.0021870186665740275
E06000006	3.4760286698457475e-05
E07000246	0.0002929660965781652
E08000031	0.000563279298979552
E08000028	0.0012814678351851158
E09000007	0.38807970443303824
E06000007	0.0002594417543676372
E08000018	0.00016140629173417426
E06000047	0.00021502230002993274
E07000170	7.773714230556352e-06
E07000034	0.00021686777450846502
E08000035	0.0013323962393041254
E07000174	1.2657302985767283e-05
E06000020	8.258690371404291e-06
E07000065	0.0001163064145190751
E08000023	NA
E06000009	1.950161695297247e-08
E06000043	0.003426295205492725
E06000011	5.877021601118325e-05
E09000032	0.1972121097085785
E08000029	0.0015676323048305694
E07000035	3.608417606847092e-06
E09000005	0.12212261518736302
E06000021	0.0004046870642462182
E07000195	0.00010514866706393267
E06000013	1.5715393689589116e-06
E07000198	4.7534128587454184e-05
E09000011	0.08983864422935596
E06000033	0.0017080396146323701
E07000098	0.011139196861443499
E08000017	0.001081092547462984
E06000026	0.00038145742464104133
E07000155	0.00012619726535223762
E07000245	2.9039651267204158e-05
E09000033	0.46396718232072753
E08000014	0.0002239810171495388
E06000042	0.002990409556596968
E07000165	2.2253581902291274e-05
E08000032	0.00018805939025659648
E07000124	3.007447583371189e-08
E09000025	0.17057077801779472
E07000139	1.5187744288702422e-06
E07000151	0.00012850393536669637
E07000237	9.319163815185425e-05
E06000045	0.0010378160873570055
E09000027	0.04543860991163315
E06000024	0.0001433639099168471
E06000056	0.0023747035209946235
E08000022	5.770222346809531e-05
E08000002	0.00024532914118775785
E08000019	0.0008429693033047943
E07000085	0.00031575335647684966
E06000035	0.00333489616918177
E07000064	1.7858398965245404e-05
E07000228	0.0014869760107958493
E07000110	0.0007967170965796099
E06000059	5.34656774669964e-05
E09000026	0.08705445651856801
E06000046	4.559669873504654e-06
E08000027	0.0005315909880023172
E07000154	0.0013525060722172607
E08000012	0.0015193536361682504
E07000037	3.3117507825168095e-05
E06000012	1.4463726563795685e-07
E07000181	2.2070660928778334e-05
E07000216	0.0009257021314022342
E09000031	0.09207513669921784
E06000040	0.002631351616335903
E06000041	0.0014329402831857558
E06000060	0.005026249831181822
E09000013	0.16359712486308914
E07000076	0.00017448727793101503
E09000016	0.025811190109246165
E09000015	0.06460894058688753
E07000012	0.0004764785977732116
E07000221	2.1719141905427747e-05
E09000010	0.08591656677603311
E08000026	0.0009891257484815022
E07000092	0.0009562657644197612
E07000028	0.00012892329638310515
E06000039	0.005463514119367754
E07000180	0.00018369602921885456
E07000179	0.0011407710419263453
E07000227	0.0007804120317276595
E07000109	0.001735564911855972
E07000214	0.00023011899626815542
E07000147	1.99307829731912e-06
E06000055	0.0013656439813895598
E07000175	0.0003123985824980221
E07000070	0.001673768929168395
E08000025	0.0041266855908339015
E06000016	0.0010423336374951928
E08000024	6.771848347002895e-05
E06000057	2.6538676701864722e-05
E07000063	0.00030198074883841405
E07000075	0.0006240899592232143
E06000034	0.005417177851363593
E07000217	0.0032951788982076694
E07000212	0.000643944251728123
E06000036	0.0005239430067265273
E07000089	0.0003402108496100415
E06000014	0.0011756113921855182
E07000152	3.438607893234727e-05
E06000054	0.0009387062544403192
E09000030	0.23627059815427115
E07000105	0.0018928326163226753
E06000023	0.002106904625445562
E07000086	0.0006573259179211633
E07000090	0.00045368186574062914
E07000112	0.0004908406742906107
E07000131	0.0002227505672808838
E06000038	0.006402393840985243
E06000030	0.0006696676528760796
E07000168	1.7568891705844817e-06
E07000027	1.3288627840699226e-07
E08000001	0.0001914137339991349
E07000188	9.383842613622146e-06
E07000099	0.0016126941134573481
E07000084	0.0013843196840756375
E06000022	0.0011569100796209096
E08000008	0.000545275911774297
E08000030	0.00046348105171230763
