ltla	eigenCentral
E09000033	0.4720037958233668
E07000075	0.0004056254627114734
E06000033	0.0010201083814550679
E07000086	0.0006461272162809899
E09000016	0.027663801422165134
E08000028	0.001486152103983199
E06000032	0.004923045394494522
E09000003	0.14334623645430541
E09000030	0.2327309579350551
E09000028	0.3933119956955086
E09000023	0.13461134347702194
E09000032	0.19005935150035613
E06000025	0.001310304655548827
E07000084	0.0010159027845914681
E08000035	0.0013943659759631413
E06000031	0.0020026646853315024
E07000152	2.0497772545298702e-05
E06000055	0.0012857790593553996
E07000155	0.00012129227017243465
E07000012	0.00035230912585582335
E06000042	0.002879901761897034
E07000154	0.0014751135529064367
E06000013	2.076957278409127e-06
E06000023	0.002692183538211268
E09000011	0.08897817198968809
E07000076	0.00013332072936720056
E07000219	0.00022354355005712266
E07000079	5.352301905096805e-06
E06000054	0.001013517576984109
E09000009	0.11855577148395037
E09000013	0.17047134952964604
E07000189	2.129581788231976e-06
E07000061	0.000458029837593573
E06000049	0.001366832004147916
E08000016	5.136357765972895e-05
E07000108	0.0002441461300481752
E07000225	2.4119416237347955e-05
E07000064	3.6562318011546025e-06
E07000110	0.0007846643469164335
E06000035	0.002817505736187838
E07000115	0.0015540336139949929
E07000066	0.0019362100494698718
E09000022	0.171530809435961
E07000242	0.001045157898418877
E06000036	0.0004800151340144636
E09000029	0.035852956394636065
E09000019	0.21825031999009595
E07000239	1.6340268523662364e-05
E07000082	5.632940727439477e-05
E07000238	0.0001871619204744829
E07000043	8.07526129358122e-07
E06000027	1.266211768084365e-05
E07000094	0.0004423785106397743
E06000034	0.005672653310282864
E07000241	0.001747271116501959
E07000166	2.5522565621602873e-06
E06000047	0.0017282754178177143
E06000009	2.2658904664075005e-06
E07000207	0.004109236047707548
E08000003	0.003367175632246909
E08000007	0.0013234796610792237
E07000130	0.0002301190217689448
E08000009	0.001005440343350705
E08000010	0.0002612033372066997
E06000012	3.454088911257244e-07
E07000065	0.0001174438199001069
E06000038	0.005932411620846761
E07000128	1.7662685861704547e-06
E07000038	7.26958818760491e-05
E07000073	0.0010213207970872617
E07000085	0.00027324376849405675
E08000019	0.0007825382708163405
E06000020	8.039136624147468e-06
E07000197	0.0003772650233377037
E07000141	0.0006101164173828971
E07000120	3.4423521776501896e-06
E06000059	4.382337984311181e-05
E06000018	0.0009238846407472879
E07000194	0.00020689967855290335
E07000123	0.0007991921297372667
E09000014	0.18076230271548527
E08000017	0.001300897169940752
E07000144	9.660476163067166e-05
E08000030	0.0005361897491264849
E08000008	0.0004667186173795335
E07000215	0.004745961057348785
E06000001	1.7213986406153582e-05
E09000017	0.06641532739235642
E09000006	0.06768495562202831
E06000041	0.0012643946677457086
E07000063	0.00026129405288700534
E06000052	4.0674301601240094e-05
E07000062	2.579942652591088e-06
E07000069	0.00042544390578467227
E07000228	0.0013752060323866503
E07000122	2.2035952379795952e-06
E08000015	8.323199625368369e-05
E06000011	7.884192266765548e-05
E07000083	2.026923210089993e-05
E07000081	0.00023332746634503496
E07000099	0.0013316883232256853
E08000012	0.0015364856655854266
E08000018	0.00021468979356367794
E09000021	0.020389843643609493
E08000025	0.004313024659654133
E08000026	0.0014725840221813087
E07000220	0.0006933777118535764
E07000131	7.201730764629587e-05
E09000008	0.08394937173950669
E07000112	0.00043220319891736677
E07000148	0.0006884134143837926
E09000027	0.0498467690494146
E06000024	0.0002136972964155373
E06000057	4.892735297669641e-05
E07000150	0.00021343701958778763
E06000060	0.004793668893484342
E09000031	0.09364498776140101
E06000058	0.0004213120104284759
E07000010	3.6232478188059037e-05
E07000008	0.0030223372543288158
E09000002	0.03798092090360894
E07000070	0.001111018813288879
E07000088	3.429978397617292e-05
E09000026	0.09496982283575303
E07000245	3.0056119884384187e-05
E09000004	0.029138351356508857
E07000071	0.0006625543241567188
E06000046	5.869021215857704e-06
E08000033	2.0247351555809377e-05
E08000001	5.3287301332494235e-05
E06000030	0.0010068564757951088
E09000007	0.38167842287560055
E06000050	9.341615911018254e-05
E07000224	1.3310523933822417e-05
E08000024	0.00021150680801585665
