ltla	betweenCentral
E09000033	0.26705084424207925
E07000075	0.008062986150635552
E06000033	0.0003478150888509454
E07000086	3.161955353190413e-05
E09000016	0.0016758363371909186
E08000028	0.013501549358123062
E06000032	0.00044267374944665776
E09000003	0.07206886738759248
E09000030	0.008252703471826977
E09000028	0.09238443053184088
E09000023	0.009296148738379813
E09000032	0.0386549041927528
E06000025	0.0
E07000084	0.0014228799089356858
E08000035	0.10877916903813317
E06000031	0.021943970151141464
E07000152	0.0020868905331056726
E06000055	0.014078606210080313
E07000155	0.0
E07000012	0.000252956428255233
E06000042	0.0
E07000154	0.014813760829697084
E06000013	0.007841649275912223
E06000023	0.02798330487573515
E09000011	0.026742237399607915
E07000076	0.0
E07000219	0.000758869284765699
E07000079	0.016347309175994435
E06000054	0.04165876177828369
E09000009	0.031002972238031997
E09000013	0.021904445709226585
E07000189	0.007114399544678429
E07000061	0.011580661481059887
E06000049	0.008663757667741731
E08000016	0.0
E07000108	0.0
E07000225	0.0
E07000064	0.006482008474040346
E07000110	0.001770694997786631
E06000035	0.0
E07000115	0.004806172136849428
E07000066	6.323910706380825e-05
E09000022	0.023153418073736796
E07000242	0.00018971732119142475
E06000036	0.0
E09000029	0.001486119015999494
E09000019	0.031184784670840446
E07000239	0.016884841586036804
E07000082	0.00888509454246506
E07000238	0.06205337380636185
E07000043	0.007841649275912223
E06000027	0.0
E07000094	0.0
E06000034	0.01748561310314298
E07000241	0.007904888382976032
E07000166	0.0
E06000047	0.031050401568329854
E06000009	0.0
E07000207	0.012995636501612597
E08000003	0.184689812179852
E08000007	0.015153671030165053
E07000130	0.007904888382976032
E08000009	3.161955353190413e-05
E08000010	0.0029089989249351795
E06000012	0.00980206159489028
E07000065	0.01712989312590906
E06000038	0.15123632454309743
E07000128	0.0
E07000038	0.0
E07000073	0.0
E07000085	0.0
E08000019	0.006292291152848921
E06000020	0.0
E07000197	0.03421235692152026
E07000141	0.030291532283564154
E07000120	0.007841649275912223
E06000059	0.0
E06000018	0.07119142477708214
E07000194	0.0
E07000123	0.04812496047555808
E09000014	0.0006640106241699867
E08000017	0.09128565104660721
E07000144	0.0
E08000030	0.0
E08000008	0.0
E07000215	0.0
E06000001	0.007778410168848416
E09000017	0.1426041864288876
E09000006	0.01115379750837918
E06000041	0.0
E07000063	0.0
E06000052	3.161955353190413e-05
E07000062	0.009738822487826471
E07000069	0.0
E07000228	0.02828369063428824
E07000122	6.323910706380825e-05
E08000015	0.0
E06000011	3.161955353190413e-05
E07000083	0.0
E07000081	0.003003857585530892
E07000099	0.0
E08000012	0.004015683298551824
E08000018	0.008568899007146018
E09000021	0.0
E08000025	0.09105640928350091
E08000026	0.0050591285651046605
E07000220	0.005240940997913109
E07000131	0.006529437804338202
E09000008	0.005240940997913109
E07000112	0.011541137039145007
E07000148	0.0436982229810915
E09000027	0.009074811863656485
E06000024	0.0043951179409346735
E06000057	0.0
E07000150	0.010560930879655978
E06000060	0.0
E09000031	0.039168721937646235
E06000058	0.01814962372731297
E07000010	0.0
