ltla	betweenCentral
E09000033	0.23853000695630175
E07000075	0.0028457598178713715
E06000033	0.008442420793018402
E07000086	0.0
E09000016	0.004173781066211345
E08000028	0.028520837285777523
E06000032	0.039018529058369694
E09000003	0.08923038006703345
E09000030	0.006165812938721304
E09000028	0.09938025675077466
E09000023	0.042117245304496294
E09000032	0.01830772149497249
E06000025	0.0
E07000084	0.007904888382976032
E08000035	0.04306583191045342
E06000031	0.0099601593625498
E07000152	0.0
E06000055	0.12049421362170365
E07000155	0.0
E07000012	0.030607727818883195
E06000042	0.05221178776955669
E07000154	0.057168152785682665
E06000013	0.0
E06000023	0.027256055144501357
E09000011	0.003225194460254221
E07000076	0.0
E07000219	0.0
E07000079	0.007904888382976032
E06000054	0.05523936002023651
E09000009	0.007462214633529374
E09000013	0.01894011256561057
E07000189	0.009327768291911717
E07000061	0.0036046291026370705
E06000049	0.019667362296844366
E08000016	0.0
E07000108	0.0
E07000225	0.007904888382976032
E07000064	0.0
E07000110	0.02779358755454373
E06000035	0.0051223676721684685
E07000115	9.485866059571237e-05
E07000066	0.005027509011572756
E09000022	0.04249667994687915
E07000242	0.05302599127300322
E06000036	0.0
E09000029	0.0
E09000019	0.05644090305444887
E07000239	0.018276101941440585
E07000082	0.00796812749003984
E07000238	0.04515272244355909
E07000043	0.0
E06000027	0.0
E07000094	0.007841649275912223
E06000034	0.012647821412761651
E07000241	0.0
E07000166	0.0
E06000047	0.07674065642193131
E06000009	0.0
E07000207	0.001011825713020932
E08000003	0.13488901536710302
E08000007	0.007904888382976032
E07000130	0.007904888382976032
E08000009	0.028014924429267056
E08000010	0.009106431417188388
E06000012	0.0
E07000065	0.0036678682097008785
E06000038	0.08031366597103648
E07000128	0.0
E07000038	0.0
E07000073	0.013058875608676404
E07000085	0.0
E08000019	0.03158793397837222
E06000020	0.0009802061594890278
E07000197	0.002782520710807563
E07000141	0.04486814646177196
E07000120	0.0
E06000059	0.0015809776765952064
E06000018	0.16268260292164674
E07000194	0.0065136280275722505
E07000123	0.021406437741099092
E09000014	0.0719344842850819
E08000017	0.01938278631505723
E07000144	0.0
E08000030	0.0
E08000008	0.0
E07000215	0.0
E06000001	0.01976222095744008
E09000017	0.09014734711945867
E09000006	0.013216973376335926
E06000041	0.017359134889015367
E07000063	0.0
E06000052	0.007904888382976032
E07000062	0.002055270979573768
E07000069	0.005343704546891798
E07000228	0.011256561057357868
E07000122	0.0008853474988933155
E08000015	0.0
E06000011	0.0
E07000083	0.0
E07000081	0.006482008474040346
E07000099	0.0
E08000012	0.16356795042054004
E08000018	0.07190286473154998
E09000021	0.00850565990008221
E08000025	0.05678871814329981
E08000026	0.03569847593751976
E07000220	0.00942262695250743
E07000131	0.001770694997786631
E09000008	0.005817997849870359
E07000112	0.09747517865047745
E07000148	0.09302472649086194
E09000027	0.0012964016948080691
E06000024	3.161955353190413e-05
E06000057	0.0
E07000150	0.0
E06000060	0.006387149813444634
E09000031	0.009391007398975526
E06000058	0.0003794346423828495
E07000010	0.0
E07000008	0.003003857585530892
E09000002	3.161955353190413e-05
E07000070	0.006671725795231771
E07000088	0.0
E09000026	0.003699487763232783
E07000245	0.0006323910706380826
E09000004	0.0
E07000071	0.007904888382976032
E06000046	0.0
E08000033	0.0650730411686587
E08000001	0.007904888382976032
E06000030	0.0
E09000007	0.12720546385885032
E06000050	0.0
E07000224	0.0
E08000024	0.02513754505786378
E07000246	0.022323404793524314
E07000177	0.0073041168658698535
E07000133	0.0
E06000016	0.08289856447226965
E07000142	0.0
E07000176	0.007904888382976032
E07000132	0.0
E08000014	0.009264529184847908
E07000091	0.0
E07000153	0.0
E07000068	0.012900777841016883
E08000023	NA
E07000209	0.07768924302788845
E07000098	0.035066084866881675
E08000032	0.009865300701954087
E07000226	0.008379181685954593
E07000149	0.0
E09000025	0.04632264592423955
E09000024	0.009612344273698855
E06000014	0.06776070321887054
E08000031	0.0
E07000067	0.0031303357996585084
E08000027	0.0
E09000005	0.0
E08000029	0.10605198254600644
E08000034	0.016378928729526336
E07000143	0.007904888382976032
E07000211	0.02981723898058559
E07000114	0.0
E08000005	0.031176879782457468
E07000106	6.323910706380825e-05
E07000244	0.023588186934800477
E07000009	0.007904888382976032
E07000235	0.007904888382976032
E07000102	0.0025611838360842343
E08000036	0.0
E09000020	0.0010434452665528363
E09000010	0.020236514260418642
E09000015	0.022355024347056218
E07000011	0.05485992537785366
E07000103	0.02488458862960855
E06000026	0.0
E06000051	0.006039334724593688
E07000171	0.0
E06000022	0.007778410168848416
E07000196	9.485866059571237e-05
E06000021	0.00018971732119142475
E06000056	0.06181622715487257
E06000045	0.02804654398279896
E07000090	0.007904888382976032
E07000072	0.0014544994624675898
E07000042	0.007904888382976032
E07000179	0.0026244229431480427
E06000043	0.009074811863656485
E07000213	0.03683677986466831
E07000096	0.0
E07000107	0.011572756592676911
E07000113	0.0
E07000193	0.005944476063997976
E07000045	0.0
E07000117	0.0
E07000216	0.0
E06000015	0.010782267754379307
E07000109	0.0
E07000200	0.0
E07000087	0.0
E06000004	0.0
E09000018	0.03478150888509454
E07000116	0.00796812749003984
E06000039	0.010845506861443116
E07000192	0.0352241826345412
E07000147	0.023588186934800477
E06000044	0.0
E08000013	0.0
E07000227	0.0
E07000202	0.0
E08000021	9.485866059571237e-05
E08000022	0.0
E06000017	0.0
E07000111	0.012964016948080692
E07000074	0.0
E06000010	0.00015809776765952064
E07000135	0.0
E07000124	0.0
E06000008	0.0
E07000208	0.0
E07000175	0.0029089989249351795
E07000199	0.06798204009359388
E06000040	0.027572250679820397
E07000034	0.035571997723392146
E07000095	0.012300006323910706
E07000089	0.004205400619743249
E07000046	0.0
E08000004	0.0
E06000005	0.012679440966293556
E07000040	0.0
E06000006	0.0
E07000077	0.08540441408967304
E07000165	0.04167457155504964
E07000243	0.024726490861949026
E07000240	0.0
E07000145	0.0
E07000037	0.0
E07000139	0.0
E09000012	0.12078669449187376
E07000137	0.01577815721242016
E07000136	0.0
E06000007	0.008157844811231265
E07000195	0.0008221083918295073
E07000234	0.0
E07000229	0.0
E07000041	0.010055018023145512
E07000181	0.0
E07000146	0.031240118889521277
E07000214	0.0
E07000169	0.0
E07000187	0.0
E07000151	0.0751596787453361
