ltla	betweenCentral
E06000019	0.000252956428255233
E08000003	0.16077752482134952
E08000007	0.016457977613356097
E09000022	0.019098210333270093
E09000017	0.1829112122936824
E09000006	0.011082653512932396
E09000002	0.0
E09000012	0.048788971099728067
E09000018	0.03155631442484032
E09000014	0.001233162587744261
E07000178	0.0073041168658698535
E09000028	0.06807689875418958
E09000009	0.006387149813444634
E09000023	0.011193321950294061
E09000003	0.07432176057674066
E07000241	0.0
E06000006	0.007778410168848416
E07000246	0.0023714665148928094
E08000031	0.0021343198634035288
E08000028	0.008126225257699361
E09000007	0.24678271042812874
E06000007	0.0
E08000018	0.0
E06000047	0.010149876683741225
E07000170	0.015620059444760638
E07000034	0.0023398469613609054
E08000035	0.08379181685954594
E07000174	0.0
E06000020	0.0
E07000065	0.014513375071143994
E08000023	NA
E06000009	0.0
E06000043	0.001486119015999494
E06000011	0.0
E09000032	0.05723139189274647
E08000029	0.015209005248845884
E07000035	0.0003794346423828495
E09000005	0.0
E06000021	0.0021343198634035288
E07000195	0.0
E06000013	0.007841649275912223
E07000198	0.0
E09000011	0.023556567381268576
E06000033	0.0001264782141276165
E07000098	0.0
E08000017	0.05868589135521406
E06000026	0.007841649275912223
E07000155	0.0
E07000245	0.015367103016505406
E09000033	0.2510118257130209
E08000014	0.007841649275912223
E06000042	0.0
E07000165	0.0
E08000032	0.008632138114209827
E07000124	0.0
E09000025	0.06082021121861759
E07000139	0.007841649275912223
E07000151	0.013153734269272117
E07000237	0.009106431417188388
E06000045	0.1476870296591412
E09000027	0.006292291152848921
E06000024	0.005470182761019414
E06000056	0.03149307531777651
E08000022	0.0
E08000002	0.0
E08000019	0.015873015873015872
E07000085	0.004806172136849428
E06000035	0.0
E07000064	0.005501802314551318
E07000228	0.02621260987794852
E07000110	0.0021817491937013845
E06000059	0.0
E09000026	0.023003225194460252
E06000046	0.007841649275912223
E08000027	0.0
E07000154	0.010118257130209321
E08000012	0.02197558970467337
E07000037	3.161955353190413e-05
E06000012	0.01087712641497502
E07000181	0.0
E07000216	0.0
E09000031	0.026497185859735657
E06000040	0.0011383039271485485
E06000041	0.0
E06000060	0.00044267374944665776
E09000013	0.020900524884588628
E07000076	0.0
E09000016	0.0021185100866375766
E09000015	0.001517738569531398
E07000012	0.00044267374944665776
E07000221	0.03312148232466957
E09000010	0.00022133687472332888
E08000026	0.022734458989439068
E07000092	0.0
E07000028	0.015620059444760638
E06000039	0.0
E07000180	0.007841649275912223
E07000179	0.0820527414152912
E07000227	0.01565167899829254
E07000109	0.0
E07000214	0.0
E07000147	0.015556820337696831
E06000055	0.022275975463226457
E07000175	0.037564029595902104
E07000070	0.049547840384493766
E08000025	0.1056330234617087
E06000016	0.07776038702333522
E08000024	0.007841649275912223
E06000057	0.0
E07000063	0.0
E07000075	0.008189464364763168
E06000034	0.014608233731739707
E07000217	0.1339720483146778
E07000212	0.006482008474040346
E06000036	0.0
E07000089	0.007841649275912223
E06000014	0.0231850376272687
E07000152	0.0006640106241699867
E06000054	0.11816227154872572
E09000030	0.010466072219060266
E07000105	0.002972238031998988
E06000023	0.05237779042559919
E07000086	3.161955353190413e-05
E07000090	0.0015809776765952064
E07000112	0.012205147663314993
E07000131	0.00950167583633719
E06000038	0.14561594890280147
E06000030	0.014639853285271611
E07000168	0.012355340542591537
