ltla	eigenCentral
E09000031	0.09364747615469557
E09000019	0.21817078048710767
E06000015	0.0005489039196545935
E06000051	1.1213682401033685e-05
E06000054	0.000775440039984784
E09000025	0.17993576695223995
E07000194	0.00019000856287854458
E07000134	1.2646248804566985e-05
E09000012	0.2226913978947129
E08000003	0.004376675760422043
E07000151	0.00017520438051197475
E07000078	4.920077314831509e-05
E07000146	0.00021744844559803557
E08000019	0.0007860476466349484
E09000008	0.08482919206840447
E07000094	0.0010860379544077978
E08000026	0.0009987287716099376
E07000066	0.002093571071007912
E06000030	0.0009906812880840275
E09000007	0.38153180409742254
E08000011	0.00034257324452065957
E08000032	0.00022045913812058403
E08000025	0.004400941757343445
E07000216	0.0007365212246523038
E06000050	9.816768797341119e-05
E06000025	0.0013780943036738943
E09000011	0.088981241605973
E06000034	0.005786366356278978
E08000014	0.00024416510119717327
E07000199	0.0003083015491601878
E06000055	0.0012954929706122738
E08000012	0.0016033251592011508
E07000174	2.665917185514246e-05
E07000219	0.00025663494883885823
E06000059	4.385295770218432e-05
E09000003	0.1432569791167462
E07000212	0.0007591846041516521
E07000141	0.0006226496599312451
E09000016	0.028872273128978193
E06000044	0.0011688135135191071
E08000029	0.0017883873784030262
E07000109	0.0015638764519414474
E07000241	0.0017463448783676732
E06000052	5.62726544063197e-05
E06000011	9.082209096762808e-05
E06000010	0.00028408193099319757
E07000113	0.0007484439637744048
E08000016	5.0146699683833974e-05
E06000060	0.004954223295347825
E09000006	0.06793440766583923
E08000017	0.0012988317427276455
E09000018	0.05061703321695365
E07000243	0.0014541953190685113
E08000009	0.0016364140832524864
E07000010	3.953496675580591e-05
E06000032	0.00492786438575458
E06000041	0.0015805858715805066
E07000065	0.0001238402022435296
E07000064	0.0008819303719941482
E08000008	0.0006486862559883718
E07000228	0.0022112011111360247
E08000035	0.0014194672829617948
E07000063	0.0002785830471937781
E07000211	0.006928253019803343
E08000005	0.0003495059636199836
E07000207	0.0040665046264790495
E09000005	0.13678941062380562
E07000221	4.9178697618348426e-05
E09000022	0.1716188392484209
E07000192	4.43194433324501e-05
E09000014	0.18068040373985497
E09000023	0.13464691643539534
E07000070	0.0012092845021161635
E07000115	0.0015547128318290824
E07000108	0.00022842795175026683
E07000153	0.00043530398198188307
E07000240	0.0031108536153242067
E07000189	5.47248243067463e-06
E06000035	0.0028159510934974387
E08000030	0.000536682881529861
E07000099	0.0013579670814908836
E07000222	0.0005190097678286511
E07000149	9.89278752903781e-05
E09000030	0.23271045361931678
E08000028	0.0014981920034668776
E07000073	0.0010217125940087048
E07000197	0.000377191634854066
E09000002	0.03812581726302665
E06000020	8.123463853068736e-06
E07000132	4.199515473547391e-05
E06000031	0.002216308122341928
E08000010	0.0003351246941083587
E07000036	0.00013975754569496953
E07000213	0.009233649916003188
E07000095	0.00741151339431264
E07000246	0.000515798841570151
E07000181	2.0868345741671736e-05
E09000020	0.14027682529755553
E06000027	5.42240183713783e-05
E07000091	7.818224440738344e-05
E07000090	0.0005639795227983903
E07000208	0.003997838331312974
E09000024	0.09097470416498904
E07000148	0.0006886286512070667
E08000027	0.0006503431611220179
E09000001	NA
E07000144	9.662932106754839e-05
E07000011	0.0005804573911576871
E09000017	0.06637197547095225
E09000021	0.020392967953502025
E07000210	0.0005255231533029484
E07000179	0.0010825919341279852
E07000076	0.0001338012924154735
E07000209	0.002428456261190435
E07000092	0.0009079369232627425
E09000015	0.07310043900221139
E06000039	0.00615970991743539
E07000214	0.00019972148072376338
E07000143	1.010972895943267e-05
E06000056	0.002952971900163983
E09000028	0.3933281479899651
E07000106	0.0006554801436117364
E08000006	0.0019254926730946378
E06000023	0.0027153309536655738
E07000074	2.768783798093897e-05
E06000021	0.0004006245587290625
E08000034	0.00014946668322940988
E09000029	0.036454922222691415
E07000096	0.0017218482966349224
E07000111	0.002753348940349405
E07000229	0.0003650180394238134
E07000038	7.312609122380689e-05
E08000018	0.00018765545611024094
E09000032	0.19006298621516657
E06000043	0.0031185130924669432
E06000012	6.08696058178315e-06
E07000154	0.0016625861905314523
E06000013	2.138815430324963e-06
E09000004	0.029144156647453703
E08000007	0.0016066055181583254
E07000026	3.162157880894827e-06
E06000047	0.0007778413945999886
E08000015	8.689630051827104e-05
E06000004	4.1532729247882006e-05
E06000018	0.0009507970927096396
E08000004	0.0004966783558840653
E08000036	0.00038657242011705845
E09000010	0.09147889117066108
E07000122	5.495471933575447e-06
E07000028	0.00010200929006443771
E07000032	5.777852935586211e-05
E08000013	5.311522506736791e-05
E06000040	0.0026595217191167707
E06000033	0.0010309694032656141
E07000202	0.0005430386950373969
E06000007	0.00020840429790218115
E07000067	0.0003238245919547624
E07000077	0.0037642782670662886
E06000042	0.003452356766762681
E08000031	0.0006078214328914719
E07000088	0.00010612116323563358
E07000012	0.0030023904490330813
E07000102	0.002931570541563449
E06000049	0.0014112738481305554
E07000242	0.001044929959246716
E07000123	0.0008238148382718222
E06000009	5.8478785966917334e-05
E07000039	3.517160330075091e-05
E07000130	0.00024665964183203325
E09000033	0.4718554734748469
E07000075	0.00040865335678773876
E07000150	0.0002204391115349892
E07000138	0.00012465562311719813
E08000021	0.0004654095943583574
E07000118	2.74039595990273e-05
E09000026	0.09513829528912579
E07000245	0.00031812422202964915
E07000061	0.00046695570360356925
E07000200	3.850154538287905e-05
E08000002	0.00029375770437727223
E07000110	0.0007829410195286102
E09000013	0.1703835011093094
E06000037	0.0008112006005707691
E07000045	0.0008724480237099247
E07000098	0.011904859060020178
E06000008	0.00011782918558792678
E06000024	0.00021151882082962506
E06000014	0.0013473421178427471
E07000220	0.0006799153895755076
E07000203	3.0675825933486216e-05
E07000173	0.00020314326568098581
E06000057	3.854111425384803e-05
E06000016	0.0008868543371914457
E09000027	0.04982239109923958
E06000036	0.00048401691636561656
E07000027	4.474090361486456e-06
E07000071	0.0006816339132962529
E06000006	3.446565479773821e-05
E07000127	2.4579803740509843e-05
E06000045	0.001001243459429558
E09000009	0.11847278203565668
E06000046	6.754799439019311e-06
E07000105	0.0015720411780598366
E07000178	0.002277917335629693
E08000033	3.218429242681603e-05
E07000114	0.0003196665930948878
E07000081	0.00031988958901275086
E07000084	0.001017241976300686
E07000079	5.314542367594903e-06
E07000107	0.008799393084963561
E07000072	0.01315907556029625
E06000026	0.0004653563892479423
E07000103	0.00958488569425256
E07000195	0.00010881558589452506
E07000198	4.980933335936735e-05
E07000226	0.005921599494421675
E07000244	4.787153515994358e-05
E06000058	0.00042135467367915156
E07000193	1.518331790093635e-05
E08000023	NA
E07000171	0.000160130529520201
E07000180	0.00018019630591086788
E06000022	0.0011979319283372594
E07000175	0.00034187476754517747
E07000139	1.5369056506036708e-05
E07000093	0.00020393491744574583
E07000237	4.887836239435982e-05
E07000188	1.8077014733308737e-05
E07000239	2.2776213135676493e-05
E07000234	0.0005340086488966131
E07000196	7.471533285069863e-05
E08000024	0.0001286102132128764
E08000001	0.00022554980908359417
E07000034	0.0002144794265499493
E07000069	0.000430863537790924
E07000140	1.116768915373206e-05
E07000147	2.8641797795620695e-06
E07000121	0.00023653416803294167
E07000085	0.0002750033652648056
E06000019	6.877010389900961e-06
E08000022	8.200714128082976e-05
E07000177	0.0016225176700721564
E07000224	6.484457880465285e-05
E07000129	0.0002161460868162515
E07000145	6.649084135753225e-06
E07000227	0.0008372326214652816
E07000170	5.6513616530068927e-05
E07000128	9.135984723211967e-06
E06000038	0.006042349094713125
E07000217	0.0023779939176002485
E07000112	0.00043086303887450683
E08000037	0.0014385905708853954
E07000136	1.8881574638582707e-07
