ltla	betweenCentral
E07000213	0.01704843857310225
E09000028	0.09463499373813275
E09000014	0.04443905789197269
E07000211	0.0064638629661051186
E08000003	0.09756393164464913
E07000109	0.019270391467700886
E09000022	0.0
E09000024	0.005049892942269624
E07000098	0.0085949177877429
E07000063	0.003070334908899931
E06000051	0.008928210721932695
E07000071	0.008928210721932695
E08000026	0.0
E09000025	0.041974710136145114
E09000004	0.06225508019229992
E07000245	0.017775623156789076
E09000033	0.20606593140225427
E09000010	0.00016159657415262796
E09000002	0.004686300650426211
E09000027	0.04096473154769119
E07000207	8.079828707631398e-05
E09000005	0.0
E06000043	0.040914232618268494
E09000032	0.019633983759544296
E09000011	0.0017775623156789076
E09000008	0.01329131822405365
E06000032	0.016159657415262797
E09000012	0.021047953783379793
E09000006	0.007069850119177473
E09000009	0.028531895123823373
E07000212	0.025734254433806003
E07000042	0.0
E06000027	0.0
E07000045	0.035349250595887366
E09000021	0.058901951278632896
E07000164	0.020643962347998222
E06000059	0.0
E07000225	0.00456510321981174
E07000147	0.008928210721932695
E07000047	0.0
E07000241	0.0036460227043186686
E07000165	0.012038944774370784
E07000094	0.0
E07000181	0.0
E06000047	0.008928210721932695
E06000026	0.0
E07000239	0.008887811578394538
E07000044	0.0
E07000041	0.05292287803498566
E09000026	0.0015351674544499655
E09000015	8.079828707631398e-05
E06000044	0.006019472387185392
E07000029	0.0
E09000017	0.1387508584818002
E07000011	0.00012119743061447097
E07000026	0.008928210721932695
E09000018	0.0
E06000020	0.0
E06000031	0.0
E07000010	0.0
E09000029	0.008887811578394538
E09000003	0.023431503252131055
E07000218	0.0
E09000020	0.00020199571769078495
E06000052	0.008928210721932695
E07000085	0.0
E09000007	0.30252898638548864
E07000146	0.0456510321981174
E07000192	0.011715751626065527
E07000070	0.0423585019997576
E07000214	0.0
E07000119	0.0
E08000004	0.0
E08000028	0.0
E08000008	0.0
E09000031	0.0
E07000103	0.04459055468024078
E08000007	0.008928210721932695
E09000019	0.007837433846402456
E07000068	0.010645174322304368
E06000057	0.0
E06000011	0.0
E07000237	0.0
E06000010	0.008928210721932695
E06000045	0.06241667676645255
E07000069	0.007069850119177473
E06000016	0.07544540055750817
E07000172	0.0
E08000027	0.0
E06000030	0.0
E06000035	0.011877348200218156
E07000246	0.03292530198359795
E07000220	0.0
E07000243	0.07399103139013453
E07000107	4.039914353815699e-05
E07000130	0.0
E06000034	0.05667999838403426
E06000054	0.022300327233062658
E06000058	0.016038459984648326
E07000066	0.0
E06000007	0.026542237304569144
E07000065	0.0
E09000030	0.0
E07000095	0.0
E07000242	0.0
E08000005	0.008928210721932695
E06000033	0.0
E07000136	0.0
E07000073	0.0
E06000022	0.0072314466933301015
E07000089	0.038661980366016244
E07000008	0.008928210721932695
E07000154	0.00630226639195249
E07000032	0.026623035591645458
E07000228	0.0416111178443017
E07000149	0.0
E07000113	0.0020199571769078497
E07000075	0.01757362743909829
E07000072	0.006827455257948531
E07000209	0.09239284127176504
E08000011	0.017816022300327233
E07000134	0.0007675837272249828
E07000080	0.0
E08000037	0.026542237304569144
E07000198	0.0
E07000133	0.0
E07000144	0.0
E06000039	0.0
E07000116	0.0
E07000173	0.0
E06000050	0.0011715751626065528
E06000041	0.0
E07000084	0.0036359229184341293
E07000177	0.02092675635276532
E06000060	0.01734133236375389
E08000032	0.017775623156789076
E07000096	0.0011311760190683957
E07000196	0.03538964973942552
E06000042	0.11901587686341049
E08000035	0.05130691229345938
E08000024	0.008928210721932695
E07000217	0.05118571486284491
E06000012	0.0
E07000137	0.0
E07000061	0.026905829596412557
E08000025	0.06778976285702742
E08000021	0.0018179614592170646
E06000019	0.008928210721932695
E07000195	0.0
E07000106	0.0
E07000179	0.02052276491738375
E09000013	0.008928210721932695
E06000056	0.01797761887447986
E06000023	0.0015755665979881226
E07000129	0.16529309578636933
E06000025	0.0033531289136670304
E07000235	0.0
E07000081	0.0
E07000099	0.0
E07000091	0.0
E07000074	0.00872621500424191
E06000018	0.03361208742374662
E08000019	0.1267119137074294
E08000029	0.0
E08000030	0.0
E07000110	0.0
E07000108	0.0
E07000174	0.052720882317294875
E07000170	0.0
E08000018	0.0
E07000033	0.0056558800953419785
E08000012	0.08966589908293944
E08000014	0.0
E07000208	0.034945259160505796
E07000111	0.0
E07000216	0.0
E07000169	0.004403506645659112
E07000197	0.1591120268250313
E08000009	0.0007675837272249828
E06000046	0.008685815860703753
E07000046	0.0
E09000023	0.0
E07000078	0.0
E07000141	0.03478366258635317
E07000140	0.008766614147780067
E06000006	0.0
E07000132	0.0
E07000152	0.043186684442289826
E07000076	0.0
E08000034	0.0
E06000001	0.017775623156789076
E07000189	0.0
E07000153	0.0
E07000226	0.07061770290469842
E07000219	0.007797034702864299
E07000221	0.06655758897911364
E06000049	0.008928210721932695
E07000012	0.0
E07000090	0.007635438128711671
E07000238	0.08645416717165597
E07000187	0.0
E07000224	0.0
E06000038	0.14495212701490728
E06000036	0.008928210721932695
E07000240	0.0
E07000229	0.0
E08000022	0.0
E07000115	0.0023835494687512626
E07000086	0.00537308609057488
E07000031	0.017775623156789076
E07000227	0.0028683391912091463
E07000188	0.0015351674544499655
E07000038	0.008928210721932695
E07000148	0.09009009009009009
E07000244	0.008928210721932695
E06000014	0.03648042661495576
E07000093	0.0071910475497919445
E07000040	0.017816022300327233
E07000088	0.0
E07000200	0.0
E07000118	0.09705894235042217
E07000155	0.0
E06000037	0.0025855451864420474
E06000055	0.01704843857310225
